pair;round;turn;initiatorIntention;initiatorSignal;responderInference;responderSignal;entropyInitiatorListen;entropyResponderListen;entropyInitiatorLexicon;entropyResponderLexicon;KLDivItoR;KLDivRtoI
0;0;0;R2;S3;R1;S2;NA;1.5834296813468291069310534999984633;6.5855033579138608006673943690997482021670103786713522362953732975524551776;6.5855033579138608006673943690997482021670103786713522362953732975524551776;0E-75;0E-75
0;0;0;R2;S4;R1;S3;1.5779042090703128314732192861513945;1.4087517410622429575564221895660196;6.5855033579138608006673943690997482021670103786713522362953732975524551776;4.49666002064811308832049223022052861561815496899049497761709659278592623;0.4070347856451006705689140907523885931352888081824026553858044724021917532;1.3556976159050444669565057926770070461410149679975243291496025289382758094
0;0;1;R2;S1;R1;S3;0.32476191558099972490903614585654238;1.4214286071901592619252343445434626;4.49666002064811308832049223022052861561815496899049497761709659278592623;3.9196170446874953065154381918209763152222960120611487404622570263910960;0.5092452136515510941380705564729860925496835261920277307765714460629948246;1.2365250566270064341120883178012412571344574926988253984165641452626180678
0;0;2;R2;S2;R3;S2;0.6228298262698573148883423705549048;1.5762891117082852625267606227113713;3.9196170446874953065154381918209763152222960120611487404622570263910960;3.219800470815093062351731416710877320959378577224578719164074460040762;0.26582634585886369694363052728060856214606221969478919345599632606356578;1.30959222708422201427224953327473064917978763493240585777228788389383995
0;0;3;R2;S3;R1;S3;1.5762891117082852625267606227113713;1.2965803269248195853503192979290694;3.219800470815093062351731416710877320959378577224578719164074460040762;3.1517478492151083095840404157752451686302281940887450821703880297261;0.7071136169276949311904875900074549129130758164929248816610320604500677;1.029800084501000456742110351947198574910124935830382916041184589983842
0;0;4;R2;S4;R1;S1;1.2965803269248195853503192979290694;1.3437149189721336376537485961470345;3.1517478492151083095840404157752451686302281940887450821703880297261;3.02017451168367642752091880461423882784105816753841023715696840232;0.18671720117445005201297926801791971755206347819384014615856896312791;0.18456923810656114421698857973406182585764825040790690074128600157118
0;0;5;R2;S2;NA;NA;1.1747192659825801978441920242838143;NA;3.02017451168367642752091880461423882784105816753841023715696840232;NA;NA;NA
0;1;0;R2;S2;R2;S2;NA;1.4133891659753031358939170625414530;2.77822666595151607639866688686573769507262311220695028512639596051;2.77822666595151607639866688686573769507262311220695028512639596051;0E-67;0E-67
0;1;0;R2;S2;R2;S2;1.4133891659753031358939170625414530;1.2022838317633043320629698260379858;2.77822666595151607639866688686573769507262311220695028512639596051;2.26847886263279676188051428341470895832836551410949104167257608;0.1600571860949856042140797403419928631153503522022870350439162413;0.7827694107491865439402148947848421180366818223842758250119212665
0;1;1;R2;S2;R3;S1;1.2022838317633043320629698260379858;1.05475871765641601943681846434732004;2.26847886263279676188051428341470895832836551410949104167257608;1.57617758585225219767070783327746818436378300792390207825153528;0.430059944899964179636274828388640239702609560720785884996504473;0.3016730240536418997356182013907961273839772304413413908810474362
0;1;2;R2;S2;R2;S2;1.3328076783168990629162980616233666;1.01272800342781724145560440322493376;1.57617758585225219767070783327746818436378300792390207825153528;1.1364062563897027347558065478091261569448048102365331632905710;0.1127509612872062583339419092529653446941476694447417206426056;0.06544929957531942297837428735913922159963128978935986703028579
0;1;3;R2;S2;R3;S1;1.01272800342781724145560440322493376;1.002955468699124611897238848389118797;1.1364062563897027347558065478091261569448048102365331632905710;0.970965817480895822851823935532904505451283808362778823413961;0.0226830890412706984917976628543758164516347888686250308168170;0.01476136085159620678612400113594302828223507404823636966800418
0;1;4;R2;S4;R1;S3;1.4270831760150176196665692535142460;1.3716264619920804083676018737974294;0.970965817480895822851823935532904505451283808362778823413961;0.877186917691625542573818998426924836749687442465668540894836;0.00780732411927716053500409134503444258186049973761185267451199;0.00644602590513415789964637719461281201270480237292569414305796
0;1;5;R2;S2;NA;NA;1.3713773119404530087805488763530775;NA;0.877186917691625542573818998426924836749687442465668540894836;NA;NA;NA
0;2;0;R3;S2;R2;S2;NA;1.001129426199110459589727981275208994;0.806842089689061681632376004116343891296085893621138836276789;0.806842089689061681632376004116343891296085893621138836276789;0E-62;0E-62
0;2;0;R3;S2;R2;S2;1.001129426199110459589727981275208994;1.0003177119064642013901675686596394377;0.806842089689061681632376004116343891296085893621138836276789;0.719193418861801478714275152531808455186540708419260509063;0.004889002284330744125566866851592501637952924891663480337;0.0043680045402788404856604258191816113615684685539636077335
0;2;1;R3;S2;R3;S2;1.0003177119064642013901675686596394377;1.00009153290891407428116244900793677332;0.719193418861801478714275152531808455186540708419260509063;0.6390703905279882533917607763915163604057559449199890000;0.00370017800491231457896029490710296914017893140927033038;0.003463634866144380744859252430387182097700263373365784098
0;2;2;R3;S2;R3;S2;1.00009153290891407428116244900793677332;1.00002661942805017017414666924823630810;0.6390703905279882533917607763915163604057559449199890000;0.56340016961921291744276725637807695792950180908324962870;0.003068886755785849602809217383550801120913784845825201682;0.0028956271335646182717637954693647846733413081053139726772
0;2;3;R3;S2;R3;S2;1.00002661942805017017414666924823630810;1.000007746008001988893303214124524759286;0.56340016961921291744276725637807695792950180908324962870;0.4925819909546287701667916763551049088540851015640880;0.002577594234813928622760312957243116097343953184429423;0.002430249460183996762775839977006602432485658410539204
0;2;4;R3;S2;R3;S2;1.000007746008001988893303214124524759286;1.000002245449514677077295256698298316537;0.4925819909546287701667916763551049088540851015640880;0.427385100743825419404051496499501875431616040141550628;0.002155468103709280206325996680473850103217461612768828;0.0020275351851538238050262794976788850122294063901504115
0;2;5;R3;S2;NA;NA;1.000002245449514677077295256698298316537;NA;0.427385100743825419404051496499501875431616040141550628;NA;NA;NA
0;3;0;R3;S2;R3;S2;NA;1.0000006472911269111641777417356114211185;0.3683092537104914539147899228759557186679275216705524326;0.3683092537104914539147899228759557186679275216705524326;0E-57;0E-57
0;3;0;R3;S2;R2;S4;1.0000006472911269111641777417356114211185;1.0000001854742647879395792041737262902987;0.3683092537104914539147899228759557186679275216705524326;0.31551569451365435428340522073511287498718353485005545;0.001475946285360242545415732748667402524885156277803096;0.0013822627939271318314110052667754332382669298474556335
0;3;1;R3;S2;R2;S4;1.1275273711271575497731323449911421;1.00000005283833123804657198712696024652104;0.31551569451365435428340522073511287498718353485005545;0.26888789392869801398599455451228988333958063711813694;0.001210163776508571750322154129758889521439323501347983;0.0011314136630982039533476240332024617001123487115130900
