pair;round;nrTurns;success
0;0;2;true
0;1;1;false
0;2;1;true
0;3;1;true
0;4;1;false
0;5;1;true
1;0;2;true
1;1;2;false
1;2;1;true
1;3;1;true
1;4;1;false
1;5;1;false
2;0;2;true
2;1;3;false
2;2;1;false
2;3;1;false
2;4;1;false
2;5;1;false
3;0;2;false
3;1;1;false
3;2;1;true
3;3;1;true
3;4;1;true
3;5;1;false
4;0;2;true
4;1;1;true
4;2;1;true
4;3;1;true
4;4;1;false
4;5;1;false
5;0;2;false
5;1;1;true
5;2;1;false
5;3;1;true
5;4;1;false
5;5;1;false
6;0;2;false
6;1;1;false
6;2;1;true
6;3;1;false
6;4;2;true
6;5;2;true
7;0;2;true
7;1;1;true
7;2;1;true
7;3;1;true
7;4;1;true
7;5;1;true
8;0;2;false
8;1;1;true
8;2;1;true
8;3;1;true
8;4;1;true
8;5;1;true
9;0;3;false
9;1;2;true
9;2;1;true
9;3;1;true
9;4;2;true
9;5;5;false
10;0;4;false
10;1;1;false
10;2;1;false
10;3;1;false
10;4;2;false
10;5;1;false
11;0;2;false
11;1;1;false
11;2;1;false
11;3;1;false
11;4;1;true
11;5;1;false
12;0;2;true
12;1;1;false
12;2;1;true
12;3;2;true
12;4;1;true
12;5;2;false
13;0;2;false
13;1;2;false
13;2;1;false
13;3;1;false
13;4;1;false
13;5;1;false
14;0;4;false
14;1;1;false
14;2;1;false
14;3;1;false
14;4;1;false
14;5;1;false
15;0;2;true
15;1;1;true
15;2;1;true
15;3;1;true
15;4;1;true
15;5;1;true
16;0;2;false
16;1;1;false
16;2;1;false
16;3;1;false
16;4;1;false
16;5;1;true
17;0;2;false
17;1;1;true
17;2;1;true
17;3;1;true
17;4;1;true
17;5;1;true
18;0;2;true
18;1;2;false
18;2;1;true
18;3;1;false
18;4;1;true
18;5;1;false
19;0;2;true
19;1;2;false
19;2;1;true
19;3;1;true
19;4;1;false
19;5;1;false
20;0;2;false
20;1;1;true
20;2;3;true
20;3;2;true
20;4;3;false
20;5;1;true
21;0;2;false
21;1;2;false
21;2;1;false
21;3;4;false
21;4;1;false
21;5;1;true
22;0;3;false
22;1;3;false
22;2;1;false
22;3;1;false
22;4;2;true
22;5;1;true
23;0;2;true
23;1;3;false
23;2;2;false
23;3;1;false
23;4;1;false
23;5;1;false
24;0;2;true
24;1;1;false
24;2;1;false
24;3;1;false
24;4;1;false
24;5;1;false
25;0;4;false
25;1;1;false
25;2;1;true
25;3;1;false
25;4;1;false
25;5;1;false
26;0;2;true
26;1;1;false
26;2;1;false
26;3;1;false
26;4;1;false
26;5;1;false
27;0;2;true
27;1;1;true
27;2;1;true
27;3;1;true
27;4;1;true
27;5;1;true
28;0;2;false
28;1;1;true
28;2;1;false
28;3;1;false
28;4;1;false
28;5;1;false
29;0;2;true
29;1;1;true
29;2;1;true
29;3;1;false
29;4;1;true
29;5;1;true
30;0;2;false
30;1;1;false
30;2;1;true
30;3;1;false
30;4;1;false
30;5;1;false
31;0;3;true
31;1;1;true
31;2;2;true
31;3;3;false
31;4;1;false
31;5;1;false
32;0;4;true
32;1;1;false
32;2;1;true
32;3;1;true
32;4;1;false
32;5;1;false
33;0;4;false
33;1;1;false
33;2;2;true
33;3;3;true
33;4;2;true
33;5;2;true
34;0;2;true
34;1;2;true
34;2;1;true
34;3;1;true
34;4;1;true
34;5;3;false
35;0;5;false
35;1;1;false
35;2;1;true
35;3;1;false
35;4;1;true
35;5;1;true
36;0;2;false
36;1;1;false
36;2;1;false
36;3;1;false
36;4;1;false
36;5;1;false
37;0;5;false
37;1;1;false
37;2;2;true
37;3;1;true
37;4;1;true
37;5;1;false
38;0;2;false
38;1;1;false
38;2;1;true
38;3;1;false
38;4;1;true
38;5;1;false
39;0;2;true
39;1;1;true
39;2;1;true
39;3;1;true
39;4;1;true
39;5;1;true
40;0;4;false
40;1;1;true
40;2;1;false
40;3;1;false
40;4;1;true
40;5;1;true
41;0;4;true
41;1;1;false
41;2;1;false
41;3;2;true
41;4;1;false
41;5;1;false
42;0;2;false
42;1;1;false
42;2;1;false
42;3;1;false
42;4;1;false
42;5;1;true
43;0;2;true
43;1;2;false
43;2;2;false
43;3;1;true
43;4;1;true
43;5;1;true
44;0;2;true
44;1;1;true
44;2;1;true
44;3;1;true
44;4;1;true
44;5;1;false
45;0;2;true
45;1;1;true
45;2;1;true
45;3;1;true
45;4;1;true
45;5;1;true
46;0;2;false
46;1;3;true
46;2;1;true
46;3;1;true
46;4;1;true
46;5;1;true
47;0;3;false
47;1;1;false
47;2;1;true
47;3;1;true
47;4;1;true
47;5;1;true
48;0;2;false
48;1;2;true
48;2;2;true
48;3;1;false
48;4;2;false
48;5;1;false
49;0;4;true
49;1;2;true
49;2;2;true
49;3;1;true
49;4;1;false
49;5;1;true
50;0;2;true
50;1;3;false
50;2;1;true
50;3;1;true
50;4;1;true
50;5;1;true
51;0;2;true
51;1;1;true
51;2;1;true
51;3;1;true
51;4;1;true
51;5;1;true
52;0;2;true
52;1;1;false
52;2;1;true
52;3;1;true
52;4;1;false
52;5;1;false
53;0;2;true
53;1;3;true
53;2;1;true
53;3;1;true
53;4;1;false
53;5;1;true
54;0;2;true
54;1;2;true
54;2;1;true
54;3;1;true
54;4;1;false
54;5;1;true
55;0;2;true
55;1;2;false
55;2;1;false
55;3;1;false
55;4;1;true
55;5;1;false
56;0;2;true
56;1;2;true
56;2;3;true
56;3;1;true
56;4;2;false
56;5;1;false
57;0;2;false
57;1;2;false
57;2;1;true
57;3;1;false
57;4;1;false
57;5;1;false
58;0;2;true
58;1;2;true
58;2;2;true
58;3;1;false
58;4;1;false
58;5;2;true
59;0;2;false
59;1;1;false
59;2;1;false
59;3;1;false
59;4;1;false
59;5;1;false
60;0;2;true
60;1;1;true
60;2;1;true
60;3;1;true
60;4;1;true
60;5;1;true
61;0;2;false
61;1;2;false
61;2;1;true
61;3;1;true
61;4;1;true
61;5;3;true
62;0;2;true
62;1;2;false
62;2;1;false
62;3;1;false
62;4;1;false
62;5;1;true
63;0;4;false
63;1;1;false
63;2;1;true
63;3;1;false
63;4;1;true
63;5;1;true
64;0;2;false
64;1;1;false
64;2;1;false
64;3;1;false
64;4;1;true
64;5;1;false
65;0;3;true
65;1;1;false
65;2;1;true
65;3;1;true
65;4;1;false
65;5;1;true
66;0;5;true
66;1;1;true
66;2;2;false
66;3;2;true
66;4;2;false
66;5;1;false
67;0;3;false
67;1;2;true
67;2;1;true
67;3;1;true
67;4;2;true
67;5;1;true
68;0;2;true
68;1;2;false
68;2;1;true
68;3;2;false
68;4;2;true
68;5;3;true
69;0;2;true
69;1;1;true
69;2;2;false
69;3;1;false
69;4;1;true
69;5;1;true
70;0;2;true
70;1;1;true
70;2;1;true
70;3;1;true
70;4;1;true
70;5;1;false
71;0;3;false
71;1;1;true
71;2;1;true
71;3;1;true
71;4;1;false
71;5;1;false
72;0;2;true
72;1;2;true
72;2;2;false
72;3;1;true
72;4;1;true
72;5;2;true
73;0;4;false
73;1;1;false
73;2;1;true
73;3;1;false
73;4;2;true
73;5;2;true
74;0;3;true
74;1;2;false
74;2;1;false
74;3;1;true
74;4;1;true
74;5;1;true
75;0;4;false
75;1;2;true
75;2;2;false
75;3;1;true
75;4;1;false
75;5;1;false
76;0;2;true
76;1;1;true
76;2;2;false
76;3;1;true
76;4;1;true
76;5;1;true
77;0;2;true
77;1;1;true
77;2;1;true
77;3;1;false
77;4;1;true
77;5;1;true
78;0;2;true
78;1;1;true
78;2;1;false
78;3;1;true
78;4;1;true
78;5;1;true
79;0;2;true
79;1;1;false
79;2;1;true
79;3;1;false
79;4;1;false
79;5;1;true
80;0;3;false
80;1;1;false
80;2;1;true
80;3;1;true
80;4;1;false
80;5;1;true
81;0;2;false
81;1;1;false
81;2;1;false
81;3;1;false
81;4;1;false
81;5;1;false
82;0;2;true
82;1;1;true
82;2;1;false
82;3;1;true
82;4;4;false
82;5;2;true
83;0;2;false
83;1;1;false
83;2;1;true
83;3;1;true
83;4;1;false
83;5;1;false
84;0;2;true
84;1;1;true
84;2;1;true
84;3;1;true
84;4;1;true
84;5;1;true
85;0;5;true
85;1;1;true
85;2;1;true
85;3;1;true
85;4;1;true
85;5;1;true
86;0;2;true
86;1;1;true
86;2;1;true
86;3;1;true
86;4;1;true
86;5;2;false
87;0;2;true
87;1;1;false
87;2;1;false
87;3;1;false
87;4;1;true
87;5;1;true
88;0;3;true
88;1;1;false
88;2;2;false
88;3;1;false
88;4;2;true
88;5;1;false
89;0;2;false
89;1;1;false
89;2;1;false
89;3;1;false
89;4;1;false
89;5;1;true
90;0;2;true
90;1;1;true
90;2;1;true
90;3;1;true
90;4;1;true
90;5;1;true
91;0;3;true
91;1;1;true
91;2;2;true
91;3;1;false
91;4;1;true
91;5;1;false
92;0;2;false
92;1;3;false
92;2;1;true
92;3;2;true
92;4;1;true
92;5;1;true
93;0;3;true
93;1;1;true
93;2;1;true
93;3;1;true
93;4;1;true
93;5;1;true
94;0;2;false
94;1;1;false
94;2;1;true
94;3;1;false
94;4;1;false
94;5;1;false
95;0;2;true
95;1;1;false
95;2;2;true
95;3;2;false
95;4;2;true
95;5;1;true
96;0;2;true
96;1;1;true
96;2;1;true
96;3;1;true
96;4;1;false
96;5;1;true
97;0;2;true
97;1;1;true
97;2;1;true
97;3;1;true
97;4;1;false
97;5;1;true
98;0;2;true
98;1;1;false
98;2;1;true
98;3;1;true
98;4;1;true
98;5;1;true
99;0;2;true
99;1;1;true
99;2;1;true
99;3;1;false
99;4;1;true
99;5;1;true
100;0;3;false
100;1;1;true
100;2;1;false
100;3;1;true
100;4;1;false
100;5;1;true
101;0;3;true
101;1;1;true
101;2;2;false
101;3;1;false
101;4;3;true
101;5;1;false
102;0;2;true
102;1;1;false
102;2;1;false
102;3;1;false
102;4;1;false
102;5;1;false
103;0;2;true
103;1;3;false
103;2;1;false
103;3;1;true
103;4;1;true
103;5;1;false
104;0;2;false
104;1;1;false
104;2;1;true
104;3;1;false
104;4;1;true
104;5;2;true
105;0;3;false
