pair;round;nrTurns;success
0;0;3;false
0;1;1;true
0;2;1;true
0;3;1;false
0;4;1;false
0;5;1;true
1;0;4;true
1;1;1;true
1;2;1;true
1;3;2;false
1;4;1;false
1;5;2;true
2;0;1;true
2;1;3;true
2;2;1;true
2;3;1;true
2;4;1;true
2;5;1;true
3;0;1;true
3;1;1;true
3;2;2;false
3;3;2;true
3;4;1;true
3;5;1;false
4;0;7;true
4;1;1;true
4;2;1;true
4;3;1;true
4;4;2;true
4;5;7;true
5;0;2;true
5;1;1;true
5;2;1;true
5;3;1;true
5;4;1;true
5;5;1;true
6;0;3;true
6;1;2;false
6;2;7;true
6;3;4;true
6;4;2;true
6;5;1;true
7;0;3;true
7;1;1;false
7;2;2;false
7;3;4;false
7;4;4;true
7;5;7;true
8;0;2;true
8;1;7;false
8;2;7;true
8;3;6;true
8;4;1;true
8;5;6;true
9;0;3;true
9;1;7;true
9;2;2;true
9;3;3;false
9;4;1;true
9;5;1;false
10;0;7;false
10;1;2;false
10;2;1;true
10;3;6;false
10;4;2;false
10;5;1;true
11;0;6;true
11;1;7;true
11;2;5;true
11;3;1;true
11;4;7;false
11;5;1;true
12;0;4;true
12;1;1;true
12;2;4;true
12;3;1;true
12;4;2;true
12;5;1;true
13;0;2;true
13;1;1;true
13;2;1;true
13;3;1;false
13;4;1;false
13;5;1;true
14;0;2;true
14;1;5;true
14;2;1;true
14;3;1;true
14;4;1;true
14;5;1;true
15;0;7;true
15;1;5;true
15;2;7;true
15;3;1;true
15;4;7;false
15;5;2;true
16;0;2;false
16;1;1;true
16;2;1;true
16;3;1;true
16;4;1;true
16;5;1;true
17;0;1;false
17;1;4;true
17;2;1;false
17;3;2;true
17;4;7;false
17;5;7;true
18;0;2;true
18;1;1;false
18;2;6;false
18;3;1;true
18;4;5;true
18;5;1;true
19;0;3;false
19;1;2;true
19;2;6;false
19;3;7;false
19;4;3;false
19;5;3;false
20;0;1;true
20;1;3;false
20;2;1;true
20;3;1;true
20;4;1;false
20;5;1;true
21;0;1;false
21;1;1;true
21;2;1;false
21;3;4;true
21;4;1;false
21;5;7;false
22;0;2;true
22;1;1;false
22;2;7;true
22;3;7;true
22;4;1;true
22;5;2;true
23;0;1;false
23;1;3;true
23;2;1;true
23;3;1;false
23;4;1;true
23;5;1;true
24;0;3;true
24;1;1;true
24;2;1;true
24;3;1;true
24;4;1;true
24;5;1;true
25;0;2;false
25;1;1;false
25;2;1;true
25;3;1;true
25;4;1;true
25;5;1;true
26;0;2;true
26;1;1;false
26;2;1;true
26;3;1;true
26;4;1;true
26;5;1;true
27;0;2;true
27;1;1;true
27;2;1;true
27;3;1;true
27;4;1;false
27;5;1;true
28;0;2;true
28;1;2;false
28;2;5;false
28;3;2;false
28;4;3;true
28;5;1;true
29;0;1;true
29;1;3;true
29;2;1;true
29;3;2;false
29;4;1;true
29;5;1;true
30;0;7;true
30;1;2;true
30;2;7;true
30;3;1;true
30;4;1;true
30;5;7;true
31;0;2;true
31;1;1;false
31;2;1;false
31;3;1;true
31;4;1;false
31;5;1;false
32;0;2;true
32;1;2;false
32;2;2;false
32;3;1;true
32;4;7;true
32;5;7;false
33;0;1;true
33;1;1;true
33;2;1;true
33;3;2;false
33;4;1;true
33;5;1;true
34;0;3;false
34;1;1;false
34;2;1;true
34;3;1;true
34;4;1;false
34;5;1;true
35;0;2;true
35;1;5;true
35;2;1;true
35;3;7;true
35;4;7;false
35;5;7;false
36;0;2;false
36;1;1;false
36;2;1;false
36;3;1;true
36;4;2;true
36;5;2;false
37;0;3;false
37;1;1;true
37;2;1;true
37;3;1;false
37;4;1;false
37;5;1;true
38;0;1;false
38;1;7;true
38;2;7;true
38;3;6;true
38;4;6;false
38;5;1;false
39;0;2;true
39;1;2;true
39;2;1;false
39;3;1;false
39;4;1;false
39;5;1;false
40;0;1;true
40;1;7;false
40;2;3;true
40;3;2;true
40;4;1;true
40;5;7;true
41;0;5;false
41;1;7;true
41;2;7;true
41;3;7;true
41;4;7;true
41;5;2;true
42;0;2;true
42;1;1;true
42;2;2;true
42;3;5;false
42;4;7;true
42;5;7;true
43;0;1;true
43;1;2;true
43;2;3;false
43;3;3;true
43;4;2;true
43;5;1;true
44;0;7;false
44;1;1;true
44;2;7;true
44;3;3;true
44;4;1;true
44;5;1;true
45;0;3;false
45;1;1;true
45;2;1;true
45;3;1;true
45;4;1;true
45;5;1;true
46;0;1;false
46;1;1;true
46;2;1;true
46;3;2;true
46;4;1;true
46;5;4;true
47;0;1;true
47;1;6;true
47;2;6;true
47;3;2;false
47;4;7;false
47;5;7;true
48;0;4;true
48;1;1;true
48;2;2;false
48;3;1;true
48;4;1;true
48;5;7;false
49;0;2;true
49;1;2;false
49;2;1;false
49;3;2;false
49;4;1;true
49;5;1;true
50;0;2;true
50;1;4;false
50;2;2;true
50;3;2;true
50;4;1;true
50;5;1;true
51;0;2;true
51;1;1;false
51;2;7;true
51;3;2;true
51;4;1;true
51;5;1;true
52;0;2;true
52;1;1;false
52;2;1;true
52;3;1;true
52;4;2;true
52;5;1;true
53;0;2;true
53;1;1;false
53;2;7;false
53;3;7;true
53;4;3;true
53;5;7;true
54;0;1;true
54;1;5;false
54;2;1;true
54;3;1;true
54;4;4;false
54;5;7;false
55;0;2;true
55;1;1;true
55;2;1;false
55;3;4;false
55;4;2;true
55;5;2;true
56;0;1;false
56;1;3;true
56;2;7;false
56;3;2;false
56;4;1;true
56;5;1;true
57;0;7;true
57;1;7;true
57;2;7;true
57;3;6;true
57;4;1;true
57;5;1;true
58;0;5;true
58;1;1;true
58;2;2;true
58;3;2;true
58;4;2;true
58;5;2;true
59;0;2;true
59;1;1;true
59;2;1;true
59;3;1;false
59;4;1;true
59;5;7;true
60;0;2;true
60;1;1;true
60;2;1;true
60;3;1;true
60;4;1;true
60;5;3;false
61;0;1;true
61;1;7;true
61;2;5;true
61;3;1;true
61;4;1;true
61;5;1;true
62;0;2;false
62;1;3;true
62;2;1;true
62;3;1;true
62;4;1;true
62;5;1;true
63;0;1;true
63;1;1;true
63;2;3;true
63;3;1;true
63;4;1;true
63;5;1;true
64;0;4;true
64;1;1;true
64;2;1;false
64;3;1;true
64;4;1;true
64;5;1;false
65;0;2;true
65;1;1;true
65;2;1;true
65;3;1;true
65;4;1;false
65;5;1;true
66;0;5;true
66;1;1;true
66;2;1;true
66;3;1;true
66;4;1;true
66;5;5;false
67;0;1;true
67;1;3;true
67;2;1;false
67;3;1;false
67;4;1;true
67;5;1;true
68;0;4;true
68;1;1;true
68;2;2;true
68;3;1;true
68;4;3;true
68;5;2;false
69;0;1;true
69;1;1;true
