pair;round;nrTurns;success
0;0;4;true
0;1;1;true
0;2;2;true
0;3;1;true
0;4;1;false
0;5;1;false
1;0;3;true
1;1;1;false
1;2;1;false
1;3;2;false
1;4;1;false
1;5;1;false
2;0;3;false
2;1;7;false
2;2;5;true
2;3;1;true
2;4;1;false
2;5;1;false
3;0;6;false
3;1;1;false
3;2;1;true
3;3;2;true
3;4;2;false
3;5;6;true
4;0;3;true
4;1;1;true
4;2;1;true
4;3;4;false
4;4;1;true
4;5;1;true
5;0;2;true
5;1;1;true
5;2;3;true
5;3;1;true
5;4;1;false
5;5;1;false
6;0;2;true
6;1;1;true
6;2;1;true
6;3;3;false
6;4;1;false
6;5;4;true
7;0;2;true
7;1;1;true
7;2;1;true
7;3;7;true
7;4;3;true
7;5;3;false
8;0;6;true
8;1;1;true
8;2;1;true
8;3;1;true
8;4;1;true
8;5;1;true
9;0;3;true
9;1;1;false
9;2;2;false
9;3;5;false
9;4;1;false
9;5;1;true
10;0;2;true
10;1;1;true
10;2;2;true
10;3;3;false
10;4;2;true
10;5;4;false
11;0;2;false
11;1;1;true
11;2;1;true
11;3;2;false
11;4;1;false
11;5;1;false
12;0;2;false
12;1;1;true
12;2;1;true
12;3;1;true
12;4;1;true
12;5;1;true
13;0;5;true
13;1;1;false
13;2;1;true
13;3;1;false
13;4;4;false
13;5;3;true
14;0;2;true
14;1;2;true
14;2;1;true
14;3;4;true
14;4;4;false
14;5;4;false
15;0;2;false
15;1;5;false
15;2;1;true
15;3;1;false
15;4;1;true
15;5;1;false
16;0;3;false
16;1;1;false
16;2;1;false
16;3;1;false
16;4;1;true
16;5;1;true
17;0;3;false
17;1;1;true
17;2;1;false
17;3;1;false
17;4;1;true
17;5;1;true
18;0;2;true
18;1;7;false
18;2;2;false
18;3;4;true
18;4;3;false
18;5;4;true
19;0;2;true
19;1;4;false
19;2;3;true
19;3;1;false
19;4;1;false
19;5;1;false
20;0;5;false
20;1;3;false
20;2;2;false
20;3;3;false
20;4;4;false
20;5;1;false
21;0;3;false
21;1;1;false
21;2;1;true
21;3;2;false
21;4;1;false
21;5;4;false
22;0;2;true
22;1;2;false
22;2;2;true
22;3;1;false
22;4;1;true
22;5;1;true
23;0;2;true
23;1;2;false
23;2;1;true
23;3;1;true
23;4;3;true
23;5;2;true
24;0;7;true
24;1;2;false
24;2;3;true
24;3;4;false
24;4;5;false
24;5;7;true
25;0;2;true
25;1;2;false
25;2;1;true
25;3;2;true
25;4;2;true
25;5;1;false
26;0;2;true
26;1;2;false
26;2;1;true
26;3;1;false
26;4;1;true
26;5;1;false
27;0;6;false
27;1;2;false
27;2;2;true
27;3;2;false
27;4;7;true
27;5;2;true
28;0;2;true
28;1;1;false
28;2;5;false
28;3;2;false
28;4;6;false
28;5;3;false
29;0;3;true
29;1;1;true
29;2;3;false
29;3;2;false
29;4;1;false
29;5;1;true
30;0;5;false
30;1;1;true
30;2;1;false
30;3;1;false
30;4;1;true
30;5;1;false
31;0;2;false
31;1;2;false
31;2;3;true
31;3;1;true
31;4;2;false
31;5;1;true
32;0;4;false
32;1;1;true
32;2;1;true
32;3;1;true
32;4;1;false
32;5;1;true
33;0;7;true
33;1;3;true
33;2;1;false
33;3;1;true
33;4;1;true
33;5;1;true
34;0;2;false
34;1;1;true
34;2;1;true
34;3;1;false
34;4;5;true
34;5;1;false
35;0;3;true
35;1;1;true
35;2;1;true
35;3;1;false
35;4;1;false
35;5;1;true
36;0;3;false
36;1;1;true
36;2;1;true
36;3;1;true
36;4;5;false
36;5;2;true
37;0;2;false
37;1;1;false
37;2;1;true
37;3;1;false
37;4;1;false
37;5;1;false
38;0;7;true
38;1;1;true
38;2;2;false
38;3;7;false
38;4;3;false
38;5;2;false
39;0;5;false
39;1;3;true
39;2;2;true
39;3;1;true
39;4;1;false
39;5;3;false
40;0;4;true
40;1;1;true
40;2;3;false
40;3;1;false
40;4;1;false
40;5;1;true
41;0;3;false
41;1;1;false
41;2;1;false
41;3;3;false
41;4;4;true
41;5;3;false
42;0;2;false
42;1;4;true
42;2;1;true
42;3;2;false
42;4;7;false
42;5;2;true
43;0;4;true
43;1;1;false
43;2;1;false
43;3;1;false
43;4;1;true
43;5;1;false
44;0;2;true
44;1;5;true
44;2;6;false
44;3;2;false
44;4;4;false
44;5;3;true
45;0;2;true
45;1;5;false
45;2;3;true
45;3;1;true
45;4;2;false
45;5;1;false
46;0;5;true
46;1;2;true
46;2;1;true
46;3;1;false
46;4;2;true
46;5;1;true
47;0;5;true
47;1;5;true
47;2;1;true
47;3;1;true
47;4;1;false
47;5;2;false
48;0;6;false
48;1;1;false
48;2;1;true
48;3;2;true
48;4;1;false
48;5;4;true
49;0;4;true
49;1;1;false
49;2;1;false
49;3;1;true
49;4;1;false
49;5;1;false
50;0;4;true
50;1;4;true
50;2;2;true
50;3;1;true
50;4;1;true
50;5;3;false
51;0;3;false
51;1;1;true
51;2;1;false
51;3;1;true
51;4;1;false
51;5;4;true
52;0;7;true
52;1;2;true
52;2;2;true
52;3;2;true
52;4;4;false
52;5;1;true
53;0;3;true
53;1;2;true
53;2;1;false
53;3;1;false
53;4;2;false
53;5;1;false
54;0;4;true
54;1;3;false
54;2;2;false
54;3;2;true
54;4;2;false
54;5;2;false
55;0;2;true
55;1;1;true
55;2;2;true
55;3;1;true
55;4;1;true
55;5;1;false
56;0;6;false
56;1;3;true
56;2;1;false
56;3;2;true
56;4;2;false
56;5;2;true
57;0;3;false
57;1;3;true
57;2;4;true
57;3;4;false
57;4;4;true
57;5;1;false
58;0;2;false
58;1;3;false
58;2;3;true
58;3;1;true
58;4;1;false
58;5;2;false
59;0;5;true
59;1;3;false
59;2;4;true
59;3;2;false
59;4;1;true
59;5;1;false
60;0;3;false
60;1;5;false
60;2;2;true
60;3;2;false
60;4;3;false
60;5;2;false
61;0;2;true
61;1;1;true
61;2;4;true
61;3;3;false
61;4;1;false
61;5;1;true
62;0;6;false
62;1;1;true
62;2;1;true
62;3;1;false
62;4;1;false
62;5;1;false
63;0;3;false
63;1;3;false
63;2;1;true
63;3;2;false
63;4;3;true
63;5;1;true
64;0;2;true
64;1;2;false
64;2;1;true
64;3;3;false
64;4;6;true
64;5;1;true
65;0;2;true
65;1;1;false
65;2;6;false
65;3;3;true
65;4;2;true
65;5;1;false
66;0;5;true
66;1;4;false
66;2;2;true
66;3;1;false
66;4;1;true
66;5;2;true
67;0;2;true
67;1;1;true
67;2;2;false
67;3;1;true
67;4;1;false
67;5;1;true
68;0;2;false
68;1;1;true
68;2;1;true
68;3;1;true
68;4;1;true
68;5;1;true
69;0;2;true
69;1;1;true
69;2;4;false
69;3;2;true
69;4;2;false
