pair;round;turn;initiatorIntention;initiatorSignal;responderInference;responderSignal;entropyInitiatorListen;entropyResponderListen;entropyInitiatorLexicon;entropyResponderLexicon;KLDivItoR;KLDivRtoI
0;0;0;R2;S1;R2;S1;NA;0.9998414195139186289926739497401862;3.3393478484531018888222707765327051012848;3.3393478484531018888222707765327051012848;0E-41;0E-41
0;0;0;R2;S1;R2;S1;0.9998414195139186289926739497401862;0.9202251969845442402336405956188157;3.3393478484531018888222707765327051012848;2.5534313881611824211654652794729012181720358;5.57073208587824099503239395280498824160929;0.9820760935600171280453955286878405243849658
0;0;1;R2;S1;R2;S1;0.9202251969845442402336405956188157;0.8018309329333321446412346545502394;2.5534313881611824211654652794729012181720358;1.5525512036782978781165348401733455516907460930292;0.3121972883461040723549894777310454164431168;0.2282848023559295384372176039087119348711485805241
0;0;2;R2;S1;R2;I understand;0.8018309329333321446412346545502394;0.7564203949428641319372883508903401;1.5525512036782978781165348401733455516907460930292;1.0042611712347558874440788366778410599665482086657297692;0.0994893858083199938303894796432354087999465001848;0.06224581277987665783481910873421806077033224789322692329
0;1;0;R1;S2;R1;I understand;NA;0.6736366862007492432783809854550222;1.0042611712347558874440788366778410599665482086657297692;1.0042611712347558874440788366778410599665482086657297692;0E-57;0E-57
0;2;0;R1;S2;R1;I understand;NA;0.6736366862007492432783809854550222;1.0042611712347558874440788366778410599665482086657297692;1.0042611712347558874440788366778410599665482086657297692;0E-57;0E-57
0;3;0;R2;S1;R2;I understand;NA;0.7564203949428641319372883508903401;1.0042611712347558874440788366778410599665482086657297692;1.0042611712347558874440788366778410599665482086657297692;0E-57;0E-57
0;4;0;R1;S3;R1;S2;NA;0.9104860925958116850780889701703954;1.0042611712347558874440788366778410599665482086657297692;1.0042611712347558874440788366778410599665482086657297692;0E-57;0E-57
0;4;0;R1;I understand;NA;NA;0.6736366862007492432783809854550222;NA;1.0042611712347558874440788366778410599665482086657297692;NA;NA;NA
0;5;0;R1;S2;R1;I understand;NA;0.33832263096712332626137688914213827;1.0042611712347558874440788366778410599665482086657297692;0.669229817750990694300913529671316325530342857239722;5.1554002106846101063918979861763338149005784650034244229;6.04954014178011766291636037338800885650769459821915464
1;0;0;R1;S3;R1;S2;NA;0.8014499367750628867567330508209263;3.3393478484531018888222707765327051012848;3.3393478484531018888222707765327051012848;0E-41;0E-41
1;0;0;R1;I understand;NA;NA;0.7636767285101098037868561259582304;NA;3.3393478484531018888222707765327051012848;NA;NA;NA
1;1;0;R1;S3;R1;I understand;NA;0.10657897281109725464583815558970868;3.3393478484531018888222707765327051012848;0.990068863060933759725979952701133168306531;2.43631806909254402424730648441498200537258;1.338398914955683653612229015714587620411674
1;2;0;R1;S3;R1;I understand;NA;0.10657897281109725464583815558970868;3.3393478484531018888222707765327051012848;0.990068863060933759725979952701133168306531;2.43631806909254402424730648441498200537258;1.338398914955683653612229015714587620411674
1;3;0;R1;S2;R1;I understand;NA;0.10576490978741885368340760628495346;3.3393478484531018888222707765327051012848;0.990068863060933759725979952701133168306531;2.43631806909254402424730648441498200537258;1.338398914955683653612229015714587620411674
1;4;0;R1;S3;R1;I understand;NA;0.10657897281109725464583815558970868;3.3393478484531018888222707765327051012848;0.990068863060933759725979952701133168306531;2.43631806909254402424730648441498200537258;1.338398914955683653612229015714587620411674
1;5;0;R1;S3;R1;I understand;NA;0.10657897281109725464583815558970868;3.3393478484531018888222707765327051012848;0.990068863060933759725979952701133168306531;2.43631806909254402424730648441498200537258;1.338398914955683653612229015714587620411674
2;0;0;R2;S1;R1;S3;NA;0.9998414195139186289926739497401862;3.3393478484531018888222707765327051012848;3.3393478484531018888222707765327051012848;0E-41;0E-41
