pair;round;turn;initiatorIntention;initiatorSignal;responderInference;responderSignal;entropyInitiatorListen;entropyResponderListen;entropyInitiatorLexicon;entropyResponderLexicon;KLDivItoR;KLDivRtoI
0;0;0;R1;S2;R1;I understand;NA;0.7957126032160013896819869653179539;3.3393478484531018888222707765327051012848;3.3393478484531018888222707765327051012848;0E-41;0E-41
0;1;0;R2;S1;R2;S2;NA;0.9993036885585311769047563633706392;3.3393478484531018888222707765327051012848;3.3393478484531018888222707765327051012848;0E-41;0E-41
0;1;0;R2;S3;R2;S3;0.7957126032160013896819869653179539;0.9999302626795281647663316068720860;3.3393478484531018888222707765327051012848;1.414148615138840757343152960549062523747;0.820702273559387498204511194357006228502973;1.6059929354403487874144037589204320091569
0;1;1;R2;S1;R2;S1;0.9999302626795281647663316068720860;0.9804246553950353553831643404395267;1.414148615138840757343152960549062523747;2.410347302273775064297103321515053422376;3.9418425439607078068302499224516386436792;2.1105435561078618714766214961747369981304
0;1;2;R2;S2;R1;S1;0.9804246553950353553831643404395267;0.9378817377892233084028187112941603;2.410347302273775064297103321515053422376;1.875479968791201606658947785103760639648;3.6455060119758408832942650203558878835380;1.3418176719340667329816610444432258164023
0;1;3;R2;S3;R1;I understand;0.9802790612547552698111056594795837;0.7247259347127244185736160341954741;1.875479968791201606658947785103760639648;2.277709729615616372083200013098152728925;0.45809750191490517902044703661792835355217;0.89570823666936112142176276520930440387017
0;2;0;R2;S3;R2;I understand;NA;0.7247259347127244185736160341954741;2.277709729615616372083200013098152728925;2.277709729615616372083200013098152728925;0E-41;0E-41
0;3;0;R2;S3;R2;I understand;NA;0.7247259347127244185736160341954741;2.277709729615616372083200013098152728925;2.277709729615616372083200013098152728925;0E-41;0E-41
0;4;0;R1;S1;R1;S2;NA;0.8681861038348302413187627884348607;2.277709729615616372083200013098152728925;2.277709729615616372083200013098152728925;0E-41;0E-41
0;4;0;R1;I understand;NA;NA;0.26753684376940974660194167032065625;NA;2.277709729615616372083200013098152728925;NA;NA;NA
0;5;0;R1;S1;R1;I understand;NA;0.23261115052983094021347177524235176;2.277709729615616372083200013098152728925;0.6394321697637601703234108964605119616683;1.1195254712772831285899447081693987407210;0.67711484662950715500426580289407322856162
1;0;0;R1;S2;R1;I understand;NA;0.7957126032160013896819869653179539;3.3393478484531018888222707765327051012848;3.3393478484531018888222707765327051012848;0E-41;0E-41
1;1;0;R2;S2;R1;I understand;NA;0.7957126032160013896819869653179539;3.3393478484531018888222707765327051012848;3.3393478484531018888222707765327051012848;0E-41;0E-41
1;2;0;R2;S1;R2;S1;NA;0.9993036885585311769047563633706392;3.3393478484531018888222707765327051012848;3.3393478484531018888222707765327051012848;0E-41;0E-41
1;2;0;R2;S3;R2;S1;0.9993036885585311769047563633706392;0.9961491955854231128328870804942994;3.3393478484531018888222707765327051012848;2.6628403984741861569763475492138253571699;2.48522683614360824356896892949967719318115;0.89053610266854920504074657684162280569845
1;2;1;R2;S1;R2;S1;0.9444402354364688684497379042835536;0.9620393748462023877083805739141278;2.6628403984741861569763475492138253571699;2.2507215102899696025842929701583611454408;0.33850886311154903981128096685625437537591;0.741009185329372848133566817090227060464767
