pair;round;turn;initiatorIntention;initiatorSignal;responderInference;responderSignal;entropyInitiatorListen;entropyResponderListen;entropyInitiatorLexicon;entropyResponderLexicon;KLDivItoR;KLDivRtoI
0;0;0;R2;S1;R1;S3;NA;0.9323381942485876913648823727062215;3.3318752136630403366694994898018017282134;3.3318752136630403366694994898018017117148;0.48160966910916278705148744988818694301460878972391254447209818194367338408;0.48160966910916278705148744988818693445188315951037406653259741256570058002
0;0;0;R2;S3;R1;I understand;0.9243101698789042405790916222400827;0.6132892228053001518661554069013018;3.3318752136630403366694994898018017282134;1.400192446804588460917358076706418624527174313;7.9109444367691657600864376534363478210167;2.2810919109278661366358217410124710686765832490
0;1;0;R1;S3;R1;I understand;NA;0.6132892228053001518661554069013018;1.1909247838907673211946195242464124817343054063;1.400192446804588460917358076706418624527174313;0.739260149253874974491913930460004518661435262606;0.7453781611366886142294906196239712717038019062
0;2;0;R1;S3;R1;I understand;NA;0.6132892228053001518661554069013018;1.1909247838907673211946195242464124817343054063;1.400192446804588460917358076706418624527174313;0.739260149253874974491913930460004518661435262606;0.7453781611366886142294906196239712717038019062
0;3;0;R1;S1;R1;I understand;NA;0.6132967184105450574584575811072873;1.1909247838907673211946195242464124817343054063;1.400192446804588460917358076706418624527174313;0.739260149253874974491913930460004518661435262606;0.7453781611366886142294906196239712717038019062
0;4;0;R1;S3;R1;I understand;NA;0.6132892228053001518661554069013018;1.1909247838907673211946195242464124817343054063;1.400192446804588460917358076706418624527174313;0.739260149253874974491913930460004518661435262606;0.7453781611366886142294906196239712717038019062
0;5;0;R2;S2;R2;I understand;NA;0.0014179211400232827440369660597064947;1.1909247838907673211946195242464124817343054063;1.400192446804588460917358076706418624527174313;0.739260149253874974491913930460004518661435262606;0.7453781611366886142294906196239712717038019062
1;0;0;R1;S2;R2;S1;NA;0.8435240032977282369289608521137156;3.3318752136630403366694994898018017282134;3.3318752136630403366694994898018017117148;0.48160966910916278705148744988818694301460878972391254447209818194367338408;0.48160966910916278705148744988818693445188315951037406653259741256570058002
1;0;0;R1;S2;R1;I understand;0.9669690582561777051327271778776069;0.0018308854966548691085410267269726029;3.3318752136630403366694994898018017282134;0.0039207533311306060665379289333826909089212267;11.02505272687698059632502953263819155538358;3.2734868346042135436618675704903542223195851022
1;1;0;R2;S3;R2;S3;NA;0.9080090667275328990266362378023665;0.13220359835137411761882186237157966113026089;0.0039207533311306060665379289333826909089212267;0.056472371837074846355178872417635112809121189;0.01506321129812597947089784500163264337224730724
1;1;0;R2;S3;R2;I understand;0.8253655850267202833537956333705900;0.7020906567655088068164270838352442;0.13220359835137411761882186237157966113026089;1.3991004692702963669387108041290611324983270905;17.294663886420006447037732695903465472245037058;4.6779110803142409754811984196138843248766608748
1;2;0;R1;S2;R1;I understand;NA;0.6230190803799245892823435629106617;0.7725160409013022702337639582075420392992740643774;1.3991004692702963669387108041290611324983270905;0.09004164341197035030265549071680309903808102841484;0.34468227704839609904701242150906094778966805835
1;3;0;R1;S1;R1;I understand;NA;0.6366708462623166312632709454500021;0.7725160409013022702337639582075420392992740643774;1.3991004692702963669387108041290611324983270905;0.09004164341197035030265549071680309903808102841484;0.34468227704839609904701242150906094778966805835
1;4;0;R2;S3;R1;I understand;NA;0.7020906567655088068164270838352442;0.7725160409013022702337639582075420392992740643774;1.3991004692702963669387108041290611324983270905;0.09004164341197035030265549071680309903808102841484;0.34468227704839609904701242150906094778966805835
1;5;0;R2;S3;R1;I understand;NA;0.7020906567655088068164270838352442;0.7725160409013022702337639582075420392992740643774;1.3991004692702963669387108041290611324983270905;0.09004164341197035030265549071680309903808102841484;0.34468227704839609904701242150906094778966805835
