pair;round;nrTurns;success
0;0;6;true
0;1;7;false
0;2;7;false
0;3;2;false
0;4;1;true
0;5;1;false
1;0;7;false
1;1;5;true
1;2;3;false
1;3;5;false
1;4;3;false
1;5;1;true
2;0;7;true
2;1;4;true
2;2;1;false
2;3;2;true
2;4;1;true
2;5;4;false
3;0;6;true
3;1;1;false
3;2;7;false
3;3;4;false
3;4;5;false
3;5;1;true
4;0;7;false
4;1;7;false
4;2;3;false
4;3;4;false
4;4;2;false
4;5;1;false
5;0;7;false
5;1;2;false
5;2;2;true
5;3;1;true
5;4;1;true
5;5;1;true
6;0;7;false
6;1;7;false
6;2;7;false
6;3;1;true
6;4;1;true
6;5;1;false
7;0;5;false
7;1;5;false
7;2;5;false
7;3;3;false
7;4;5;false
7;5;1;false
8;0;7;true
8;1;6;false
8;2;1;false
8;3;4;false
8;4;3;true
8;5;2;false
9;0;7;false
9;1;4;true
9;2;1;false
9;3;3;false
9;4;4;false
9;5;1;true
10;0;6;false
10;1;1;false
10;2;2;false
10;3;7;false
10;4;7;false
10;5;1;true
11;0;7;false
11;1;7;true
11;2;7;false
11;3;1;false
11;4;1;true
11;5;1;true
12;0;3;false
12;1;1;false
12;2;1;false
12;3;2;false
12;4;2;false
12;5;7;false
13;0;6;false
13;1;2;false
13;2;7;false
13;3;7;true
13;4;1;false
13;5;1;true
14;0;6;false
14;1;3;false
14;2;2;false
14;3;7;false
14;4;5;false
14;5;1;true
15;0;7;true
15;1;7;false
15;2;7;true
15;3;1;false
15;4;1;false
15;5;1;false
16;0;5;true
16;1;4;false
16;2;7;true
16;3;6;false
16;4;1;true
16;5;1;true
17;0;3;true
17;1;3;false
17;2;3;true
17;3;5;false
17;4;7;false
17;5;3;true
18;0;7;false
18;1;3;false
18;2;1;false
18;3;1;false
18;4;2;true
18;5;6;false
19;0;7;false
19;1;4;false
19;2;4;false
19;3;2;false
19;4;3;true
19;5;4;true
20;0;6;false
20;1;2;true
20;2;1;true
20;3;7;false
20;4;7;false
20;5;1;false
21;0;6;false
21;1;3;false
21;2;7;true
21;3;6;true
21;4;1;false
21;5;1;false
22;0;7;true
22;1;7;false
22;2;6;false
22;3;2;false
22;4;1;false
22;5;1;false
23;0;7;false
23;1;4;false
23;2;7;false
23;3;4;false
23;4;1;false
23;5;1;true
24;0;7;false
24;1;5;false
24;2;7;true
24;3;3;false
24;4;1;false
24;5;1;false
25;0;7;false
25;1;7;false
25;2;7;false
25;3;1;false
25;4;1;false
25;5;1;true
26;0;7;true
26;1;6;false
26;2;7;false
26;3;2;false
26;4;1;false
26;5;1;false
27;0;7;true
27;1;5;false
27;2;7;true
27;3;3;false
27;4;1;false
27;5;1;false
28;0;6;true
28;1;7;true
28;2;7;false
28;3;2;true
28;4;1;false
28;5;1;true
29;0;7;true
29;1;3;true
29;2;2;false
29;3;4;true
29;4;2;false
29;5;2;true
30;0;5;false
30;1;7;false
30;2;7;false
30;3;3;false
30;4;1;false
30;5;1;false
31;0;6;true
31;1;1;true
31;2;7;true
31;3;7;true
31;4;2;true
31;5;1;false
32;0;7;true
32;1;1;false
32;2;1;false
32;3;1;true
32;4;1;true
32;5;1;false
33;0;7;true
33;1;2;true
33;2;1;true
33;3;1;true
33;4;5;false
33;5;7;true
34;0;6;false
34;1;1;false
34;2;1;false
34;3;1;false
34;4;1;false
34;5;1;false
35;0;7;false
35;1;7;false
35;2;4;false
35;3;2;false
35;4;1;false
35;5;1;true
36;0;3;true
36;1;1;true
36;2;1;true
36;3;7;true
36;4;6;false
36;5;4;false
37;0;4;false
37;1;1;true
37;2;6;true
37;3;1;true
37;4;1;true
37;5;7;false
38;0;6;false
38;1;5;true
38;2;2;true
38;3;1;false
38;4;1;false
38;5;1;true
39;0;7;false
39;1;7;true
39;2;7;false
39;3;1;false
39;4;1;false
39;5;1;false
40;0;5;false
40;1;2;false
40;2;4;true
40;3;5;true
40;4;7;false
40;5;1;false
41;0;7;true
41;1;3;true
41;2;4;false
41;3;1;false
41;4;1;true
41;5;1;true
42;0;7;false
42;1;7;false
42;2;6;false
42;3;2;false
42;4;1;true
42;5;1;false
43;0;7;false
43;1;1;false
43;2;1;false
43;3;7;false
43;4;7;true
43;5;1;true
44;0;6;false
44;1;3;false
44;2;2;false
44;3;7;false
44;4;5;true
44;5;1;false
45;0;7;true
45;1;7;false
45;2;6;true
45;3;2;false
45;4;1;true
45;5;1;true
46;0;5;true
46;1;3;true
46;2;4;false
46;3;7;false
46;4;4;true
46;5;1;false
47;0;7;true
47;1;3;false
47;2;3;false
47;3;7;false
47;4;3;false
47;5;1;true
48;0;7;true
48;1;4;true
48;2;5;false
48;3;2;true
48;4;1;false
48;5;5;false
49;0;4;false
49;1;1;false
