pair;round;nrTurns;success
0;0;7;true
0;1;6;false
0;2;5;true
0;3;3;false
0;4;4;true
0;5;1;true
1;0;7;true
1;1;3;false
1;2;2;true
1;3;4;false
1;4;4;true
1;5;1;true
2;0;7;true
2;1;4;false
2;2;1;false
2;3;6;false
2;4;4;false
2;5;2;false
3;0;7;false
3;1;3;false
3;2;1;false
3;3;1;true
3;4;1;true
3;5;4;true
4;0;6;true
4;1;4;true
4;2;7;true
4;3;2;false
4;4;6;false
4;5;1;false
5;0;7;true
5;1;5;true
5;2;1;false
5;3;1;false
5;4;5;false
5;5;2;false
6;0;5;true
6;1;1;true
6;2;1;false
6;3;1;true
6;4;2;true
6;5;1;false
7;0;7;false
7;1;7;false
7;2;3;false
7;3;2;false
7;4;1;true
7;5;3;true
8;0;7;true
8;1;4;false
8;2;1;false
8;3;2;true
8;4;2;true
8;5;2;false
9;0;7;true
9;1;6;false
9;2;1;false
9;3;1;false
9;4;1;false
9;5;2;false
10;0;7;true
10;1;1;false
10;2;3;true
10;3;3;true
10;4;1;false
10;5;1;false
11;0;7;true
11;1;3;true
11;2;1;false
11;3;2;true
11;4;2;true
11;5;4;false
12;0;7;false
12;1;1;false
12;2;7;true
12;3;3;true
12;4;4;true
12;5;1;true
13;0;6;true
13;1;7;false
13;2;7;false
13;3;2;true
13;4;3;false
13;5;1;true
14;0;7;true
14;1;2;false
14;2;3;false
14;3;1;false
14;4;2;true
14;5;7;false
15;0;7;true
15;1;5;true
15;2;1;false
15;3;2;false
15;4;2;true
15;5;2;true
16;0;7;false
16;1;1;true
16;2;5;true
16;3;2;false
16;4;4;true
16;5;1;false
17;0;7;false
17;1;4;false
17;2;1;false
17;3;1;false
17;4;1;false
17;5;1;false
18;0;7;false
18;1;4;false
18;2;4;true
18;3;1;true
18;4;5;true
18;5;3;false
19;0;7;false
19;1;2;false
19;2;1;false
19;3;1;false
19;4;5;false
19;5;1;true
20;0;7;true
20;1;3;false
20;2;2;false
20;3;1;true
20;4;7;false
20;5;6;true
21;0;7;false
21;1;1;false
21;2;2;false
21;3;3;true
21;4;1;false
21;5;1;false
22;0;7;false
22;1;2;false
22;2;3;false
22;3;4;false
22;4;4;true
22;5;1;false
23;0;7;false
23;1;2;false
23;2;5;false
23;3;4;false
23;4;3;true
23;5;2;false
24;0;7;false
24;1;3;false
24;2;4;true
24;3;1;true
24;4;1;true
24;5;1;true
25;0;7;false
25;1;3;false
25;2;3;false
25;3;1;true
25;4;3;false
25;5;7;false
26;0;7;true
26;1;7;false
26;2;3;true
26;3;2;false
26;4;1;false
26;5;6;false
27;0;7;false
27;1;4;false
27;2;2;false
27;3;3;false
27;4;7;false
27;5;3;false
28;0;7;false
28;1;6;true
28;2;1;false
28;3;4;true
28;4;1;false
28;5;4;false
29;0;7;false
29;1;7;true
29;2;4;false
29;3;6;false
29;4;1;false
29;5;1;false
30;0;7;true
30;1;4;true
30;2;4;false
30;3;7;false
30;4;1;true
30;5;1;false
31;0;7;false
31;1;2;false
31;2;3;false
31;3;4;true
31;4;1;false
31;5;3;false
32;0;5;true
32;1;7;false
32;2;2;false
32;3;7;true
32;4;1;false
32;5;1;true
33;0;7;false
33;1;2;true
33;2;2;false
33;3;1;false
33;4;3;false
33;5;1;false
34;0;7;true
34;1;4;false
34;2;1;false
34;3;1;true
34;4;3;false
34;5;1;false
35;0;7;true
35;1;4;false
35;2;4;true
35;3;5;true
35;4;2;false
35;5;1;true
36;0;7;true
36;1;2;false
36;2;7;true
36;3;3;false
36;4;1;true
36;5;6;true
37;0;7;false
37;1;5;false
37;2;2;false
