pair;round;turn;initiatorIntention;initiatorSignal;responderInference;responderSignal;entropyInitiatorListen;entropyResponderListen;entropyInitiatorLexicon;entropyResponderLexicon;KLDivItoR;KLDivRtoI
0;0;0;R2;S3;R2;S4;NA;1.5824617032932688544267182133155036;6.5560472278354841223436765951525469225896484962511999549249819264812717610;6.5560472278354841223436765951525469705758751172624520683573330389125322911;0.0000056710247823464896578141621902541948554622925857128523549622682665566;0.0000056710247823464896578141621902541960781723338067229204339522612463456
0;0;0;R2;S4;R1;S3;1.5397931039258031782001926394168853;1.4430479881142102767116210347699214;6.5560472278354841223436765951525469225896484962511999549249819264812717610;2.9065994312713830798777337226969304378131878725601097715169206091561074;3.914237475210717904653556402855945374294985170231331652061358048150E-7;2.4718692234266671388768365670464727950233387014179944416448891131E-7
0;0;1;R2;I understand;NA;NA;0.41894965760004317842039295727386209;NA;1.2821098400685784753438828467290818472223916854874144908319017905664654;NA;NA;NA
0;1;0;R1;S1;R2;I understand;NA;0.37886516908311608131169603915576062;1.2821098400685784753438828467290818472223916854874144908319017905664654;2.245910946073640074264095537418280604764846178788967336069302810522772;1.016611731266681844879246154478445745270842587921117620942728768E-7;3.6435252746265126763307954377844115989305708682268362379118496E-8
0;2;0;R1;S1;R2;I understand;NA;0.37886516908311608131169603915576062;1.2821098400685784753438828467290818472223916854874144908319017905664654;2.245910946073640074264095537418280604764846178788967336069302810522772;1.016611731266681844879246154478445745270842587921117620942728768E-7;3.6435252746265126763307954377844115989305708682268362379118496E-8
0;3;0;R3;S2;R1;S3;NA;0.8929740943002898888280496250010571;1.2821098400685784753438828467290818472223916854874144908319017905664654;2.245910946073640074264095537418280604764846178788967336069302810522772;1.016611731266681844879246154478445745270842587921117620942728768E-7;3.6435252746265126763307954377844115989305708682268362379118496E-8
0;3;0;R3;S4;R2;S1;0.41894965760004317842039295727386209;1.4312642415176039747953528339940542;1.2821098400685784753438828467290818472223916854874144908319017905664654;2.63681676404121121280699930893510771562077042764628695966522514755;3.49782072749388185967415271123561898848335047186035796942703822E-8;0.00000500778059116560696281769155192392678923422055759809946415824
0;3;1;R3;S2;R2;S1;1.2682376706744446945290006134939626;1.1393538175147148067892918586280766;2.540770977056311858914035293367571436451485088745234586969134221912;2.43280966986372194905425708485940462072408126378764893992576715;5.249988628957652596858474338878546674759403698648075792231E-10;3.4913624425421408577231904489092882120866974354564035583E-8
0;3;2;R3;S2;R2;S2;1.1714770167546473220756386625223548;1.1227466226043485679535717823042681;0.9173091437415580875853742971538319198878203762868837021072393561;1.974907528724839190120529530302187463426415396114151953408761;6.9933293933229052389051064616636172058744010956752544E-13;1.8023288965922747812535913757450259129368407513111E-11
0;3;3;R3;S1;R2;S2;1.2238283558078286251334195786832639;1.5232477151036883953386906118068333;0.63289960570268007441100963058653580097643283702713998985877199;1.975068828859345650754393306892196440600229742437964751435;7.256783707646268766847688044559679677995446077051E-13;1.71868598874557160635092254538039419947312536099E-11
0;3;4;R3;S1;R2;S2;1.2317057343577263007868211563309248;1.5232795965501644745729173920335661;0.653258203479877655767600379747627600019763649989931750080994;1.9645695008582804460782266212392691553882290860471164215;4.165254990451003174158447850048204420587640709E-15;2.1858777072860650896515863363296442458948E-16
0;3;5;R3;S4;NA;NA;1.2488599229443694182872120184351054;NA;0.700892200075755908020034971844033836100540952321575647558;NA;NA;NA
0;4;0;R2;S3;R3;S3;NA;1.4925471980220698886188171924572958;0.8094562876647557786714367782286224543839877199121987014;1.96601739747812799867146929194710250954056361076891146;3.1744851086268416695874924373448498803E-17;1.06469603060302614953057924934729512254E-16
0;4;0;R2;S3;R3;S3;1.1997752757969345526813853435913558;1.4926113581101066975895040915179617;0.8094562876647557786714367782286224543839877199121987014;1.963935624511997279737286042033544231573886582705891;-1.403398863267837537912489177152812E-21;1.066204593051170351441336433639605E-16
0;4;1;R2;S3;R3;S3;1.1972804469473998467460618434947009;1.4927262441451269979230164403204589;0.53015382881130466593516345426346817780067843341688126;1.9658222163446000534852186105322991804680525679528;0.0;0.0
0;4;2;R2;S3;R3;S3;1.1962359000033381791300593258468872;1.4929266598427007306976949484073599;0.558586318604181273206301529734478013013857957167247;1.96885574878170489324353417742652069847639111191;0.0;0.0
0;4;3;R2;S3;R3;S3;1.1946929105587483137939523024968137;1.4932758459336566251573539902120192;0.604164822407053878838963944835972255913248412166;1.97368581913617477677952419357860884345201877;0.0;0.0
0;4;4;R2;S3;R1;S2;1.1922575217915619039488653707316975;1.4938829257719795073646704260236721;0.6720924254146534088190459164473982703516306021;1.98129972590022375914324104549273878648636;0.0;0.0
0;4;5;R2;S3;NA;NA;1.1891882058965824298005820314987748;NA;0.76868364307200980146793036004717305756294745;NA;NA;NA
0;5;0;R3;S1;R1;S2;NA;1.5251266635336738297050434530582098;0.89885071417202393686827987025336162876078;1.9931508828693499067607117955810629653502;0.0;0.0
0;5;0;R3;S4;R2;S4;1.1844242918610782193180555885085378;1.5619196729515186133520291272956355;0.89885071417202393686827987025336162876078;2.0104771607329903103543604642739180215;0.0;0.0
0;5;1;R3;S2;R2;S2;1.10351745011505866468210860444814416;1.1225082008227502515649980233039949;1.030609528736343544241110172444974973220;1.96146697686015572280209520562060664;0.0;0.0
0;5;2;R3;S2;R2;S1;1.1989287733179654951821006426831495;1.0000000000000000000000000000000000;0.4732853080580225524763115749431035010;1.4949188482339507344401269424124338;0.0;0.0
0;5;3;R3;S1;R1;I understand;1.09292879042730307869535825086890971;0.0;0.4694137124082233203301510098718462;0.0;0.0;0.0
1;0;0;R3;S1;R2;S4;NA;1.5539686496172626541712598939974524;6.5560472278354841223436765951525469225896484962511999549249819264812717610;6.5560472278354841223436765951525469705758751172624520683573330389125322911;0.0000056710247823464896578141621902541948554622925857128523549622682665566;0.0000056710247823464896578141621902541960781723338067229204339522612463456
1;0;0;R3;S4;R3;S2;1.5397931039258031782001926394168853;1.3591158420220824930095745444789909;6.5560472278354841223436765951525469225896484962511999549249819264812717610;3.1716515626818747776995205557103766572008442921278790491777688120527827;3.09064061627656412915878866265225643353677100430836000676690827694E-7;1.7664855345993001270010180792257122266793345302832888312946728132E-7
1;0;1;R3;S4;R3;S3;1.4164488060908067527415336134139812;1.1977707147839189476212310673069299;3.0361005482406334276337643946894121156132363100694734372215350659760506;2.6253481530827910481841869921311842897303292522944629971337882347956;3.867479179613464296281040398078169575737267585741497115268363868E-7;4.3368700890237036445641853306896493093926223387089830647354507E-7
1;0;2;R3;S2;R2;S2;1.4191411592117482022944452585118505;1.2056652496896333759103722011213120;2.0833699005304334392895635122324224417282765047818088682134334295131;2.4330379063004631904962947664088975653159717213382941648952965817;1.112105455099874894922415183665138386543107447134372902683E-10;3.31788605677451567803624141712620831094468471452403488966E-11
1;0;3;R3;S2;R1;S2;1.4593107939517123184127616093865874;1.2509560045644506980698113517995981;1.7497359124981433492963907140853397141312599272904410878430694346;2.46473332683193377610117495026017657779930966066119954012868722;7.8915421760014109677178837999359778562545273538088566180E-10;4.1917605622025019007397317540014335879217685534557282E-11
1;0;4;R3;S4;R2;S2;1.4986206289388527364831893031066609;1.5602015675651875553362041695081407;1.92591399630175398986302025891594580191691447803619307643849736;2.735634472649809391621145284295665347323107079511062952455013;4.8646583684872894253679630636884096671311554210070E-13;1.4289769427455973438131263582133049977093281284139E-11
1;0;5;R3;S4;NA;NA;1.5036434829692564384454348085552669;NA;2.185120108526619051752930259449306478449133537384820709827269;NA;NA;NA
1;1;0;R2;S3;R2;S3;NA;1.4900112138432028897346228595408482;2.429993270504727841436495564902818675359768928355273883796;3.2675382339263840985291420083215535554646075915954871137452;2.776960076239952009924791457962499415652129E-13;7.01322674124702909384835021968326841227356E-17
1;1;0;R2;S3;R1;S2;1.3962956079719516398563015311153014;1.4856439466982205266845854546352582;2.429993270504727841436495564902818675359768928355273883796;2.3421078356773833749425653713879497161331853212379276591;1.5503003225481428526314136346921771536040E-15;1.0149769229052619234187120533129679351998E-16
1;1;1;R2;S3;R3;S3;1.2373978192308389266698868875479875;1.4814588202415068074648360456626895;1.2141806753727937768898967400554126472538756425501516960;2.44129463577456606691113033795809887913839074203463783;2.7225307851785213648788806775938819934E-17;8.7308938185516533125995689012706725645E-17
1;1;2;R2;S3;R3;S3;1.5014138170070818142182186210219579;1.4755167631899193614964744293820225;1.39491853281631868047150932968024196295581370840656711;2.50805460069602448376264681989936653699347623449029;0.0;0.0
1;1;3;R2;S3;R3;S3;1.5351660420456132039731498928200536;1.4679711666850430515041086753916072;1.537434352921866626930582664275925362612786119156052;2.4953492234274859256433666067636733699558043394366;0.0;0.0
1;1;4;R2;S3;R2;S4;1.5339763082536453587140460946149009;1.4596511815261449961603799852690799;1.591476760359847086158535174034720590590849685400;2.37181547246335057268661348339497740940314508998;0.0;0.0
1;1;5;R2;S3;NA;NA;1.4196190937846903144936037337837415;NA;1.56776768251983844062911705372023822021632329794;NA;NA;NA
1;2;0;R3;S4;R1;S2;NA;1.3066001574182782574829674586426426;1.38929814911096774281966448437758492294093633;2.146290055558569170181218648511309297111573370;0.0;0.0
1;2;0;R3;S4;R1;S2;1.3142328605621464693245326192615372;1.2298754859760550528202837440535833;1.38929814911096774281966448437758492294093633;1.8710546386888062867333825639340192055750717;0.0;0.0
1;2;1;R3;S2;R1;S2;1.3221390680607863184919084468035247;1.4138682283235362800409423803555664;1.229594171122228837468921861985210428902004;1.60328769529097237150518976078528383050570;0.0;0.0
1;2;2;R3;S4;R1;S2;1.3299537628161304139614069975357141;1.1114690632736109800886131556260719;1.0917305689480043770352020575640400122968;1.37941802978203524304757475972661674465;0.0;0.0
1;2;3;R3;S2;R1;S2;1.3457863102831031361069638153523977;1.4264044726513903868346589428262399;1.011382540233718263913788660717630233490;1.209932403604388789190767081843697114;0.0;0.0
1;2;4;R3;S4;R1;S4;1.3944202339515658918587084008899843;1.04996910939240674160523624434007467;1.039059018853052126114263609565613333;1.06021074569411693947134907662738057;0.0;0.0
1;2;5;R3;S1;NA;NA;1.03955985027124212155480861038640263;NA;1.22361929248792043239314353116035603;NA;NA;NA
1;3;0;R3;S1;R3;S3;NA;1.5849625007211561814537389439478166;1.0000000000000000000000000000000000;0.0;0.0;0.0
1;3;0;R3;S1;R1;I understand;0.8095665731348823620745712540265659;0.0;1.0000000000000000000000000000000000;0.0;0.0;0.0
1;4;0;R3;S1;R1;I understand;NA;0.0;0.0;0.0;0.0;0.0
1;5;0;R2;S1;R1;I understand;NA;0.0;0.0;0.0;0.0;0.0
2;0;0;R1;S1;R2;S3;NA;1.5539686496172626541712598939974524;6.5560472278354841223436765951525469225896484962511999549249819264812717610;6.5560472278354841223436765951525469705758751172624520683573330389125322911;0.0000056710247823464896578141621902541948554622925857128523549622682665566;0.0000056710247823464896578141621902541960781723338067229204339522612463456
2;0;0;R1;S4;R2;S4;1.4911048415338731442417018580751327;0.8249710238537427474332600979620751;6.5560472278354841223436765951525469225896484962511999549249819264812717610;2.9370322841287641302561832633505619863898270358773215090991819931530940;7.55623072306609595813350760772997698252282295237161912729930899638E-8;0.0000163015761249934000679894272530084816692066038334454554440629946571
2;0;1;R1;S2;R2;S3;1.3623851581136147797150452168283769;1.2382519926082119468785935182777661;1.681836306645622624354745848498905104958882813875202179570750395862261;0.84704961691070905686833383980296212644186174727217558272016330985320;2.1054521937388604523801582403288017113345612355408791354782331E-9;1.373307044652318080192046724987326984631935522222517054145655E-7
2;0;2;R1;S1;R2;S1;1.2201572245781627270730440513269779;1.5273393678895710351425310896742465;3.1757047338834588210814608566911206328320995195655807483810285692061;2.16562504624244685098454181232040575303876014918824336640308854335;1.9644904445047698771565421779434007436444899551816770322663E-9;1.61820682078464377310668914984217592335221750262868499332E-8
2;0;3;R1;S2;R1;S2;1.1714765016124687580751385951585147;1.1280788451963567534307471324028132;0.9810429950039086935176898765421904541710458554869246547844862897;2.16090234020025688098058972102925642158389969473569022629092970;9.7678067309980587147144507998929801280044150990468857945E-10;1.6645249133360812754927524549431441121206337880104668E-11
2;0;4;R1;S1;R3;S3;1.2246211979197163552647966939891650;1.5248198422931127764082149164818157;0.80477079604474192125105838596973061537200389661991829259467849;2.001302234082374642859168207941841475240447543004849918734075;7.11341967912787728170721954291153058545622767778E-13;1.714352974067806286135608340007534940836439403755E-11
2;0;5;R1;S2;NA;NA;1.2021743035084824943639721716530590;NA;0.639809105807746767099342220181430664599624218596212068310630;NA;NA;NA
2;1;0;R2;S3;R3;S3;NA;1.4940830943046295212067858480536733;0.515453474535938211775754673039433957046476556187223714498;1.9856336238633088742625760120536687466093842776106172098887;7.36109071779425952520151569376326555969250189E-13;1.057567015503242472748121443417463798572105E-16
2;1;0;R2;S3;R2;S1;1.1994520932975980754364953629927074;1.4951514672408031393957439507129550;0.515453474535938211775754673039433957046476556187223714498;2.00034949880956595209092411181604057895321387277439472186;4.238133792821614771741142514209434032623780E-15;1.0550277673123763670808124362872001227361E-16
2;1;1;R2;S3;R2;S1;1.10675539294291705675509955556438216;1.4962188968946009056978641279644406;0.5149856825951894154372931807499233644329718451689742022;2.03437969556319851209679927166742747376680822471338367;3.3318105969500073587892642087325324115E-17;1.04918712419347693357216696291222739518E-16
2;1;2;R2;S3;R2;S1;1.1154376221532559339306141797120528;1.4926134294712658770773327977487303;0.53311080301619192538535089512377336122398430522479448;2.126099264422493812973142511288526330538639856333954;0.0;0.0
2;1;3;R2;S3;R3;S3;1.1332141285252337470118328183031316;1.4462243181484787366908916472210224;0.570694656408979942412351034762247084076461893673306;2.3417739211240881798004483968462297002057514350485;0.0;0.0
2;1;4;R2;S3;R3;S3;1.1937410012448129334478813378578762;1.1247237828447075818314368675269956;0.654536587730327257323447511410357597464331499716;2.2346454034193227031647023915924925909139753331;0.0;0.0
2;1;5;R2;S3;NA;NA;1.1836111082261582144275246718136610;NA;0.8784578234156384255902852226125477799533573181;NA;NA;NA
2;2;0;R2;S3;R3;I understand;NA;0.4601258284406165723687022322295038;1.3931883628796667539637042516323011799592685;1.033451304876980802236138627681728769489290530;0.0;0.0
2;3;0;R3;S1;R1;I understand;NA;0.5739261851640869799100807998379364;1.3931883628796667539637042516323011799592685;1.033451304876980802236138627681728769489290530;0.0;0.0
2;4;0;R1;S2;R3;I understand;NA;0.6762527562895547779023385182474100;1.3931883628796667539637042516323011799592685;1.033451304876980802236138627681728769489290530;0.0;0.0
2;5;0;R1;S4;R2;S4;NA;1.5606923010428759991355067618605807;1.3931883628796667539637042516323011799592685;1.033451304876980802236138627681728769489290530;0.0;0.0
2;5;0;R1;S4;R2;S1;1.09788154869404521674735311712542926;1.5617796153237113709020481860440500;1.3931883628796667539637042516323011799592685;1.974794365562188362072411330369889063342967;0.0;0.0
2;5;1;R1;S3;R2;S1;1.09771368503945047559155802999242908;1.4924504592061778253086113899056099;0.48714601318917895310471367668655408658042;1.9860499515031445505051225778307217821033;0.0;0.0
2;5;2;R1;S4;R1;S2;1.10051631847109377080397499581958974;1.5573401038360781388701380321805963;0.495117825330653729793910209853312274399;2.0431493625784890520106141653667217105;0.0;0.0
2;5;3;R1;S4;R2;S2;1.1990953497070272718866059684138327;1.5619285062963157008636247281930448;0.5088797311003468067090952589672110360;1.96146697686015572280209520562060664;0.0;0.0
2;5;4;R1;S3;R3;S3;1.1988597899014017361913457907393127;1.4728301523003200484590549224254958;0.4694137124082233203301510098718462;1.4949188482339507344401269424124338;0.0;0.0
2;5;5;R1;S1;NA;NA;1.0000000000000000000000000000000000;NA;0.0;NA;NA;NA
3;0;0;R2;S3;R3;S2;NA;1.5824617032932688544267182133155036;6.5560472278354841223436765951525469225896484962511999549249819264812717610;6.5560472278354841223436765951525469705758751172624520683573330389125322911;0.0000056710247823464896578141621902541948554622925857128523549622682665566;0.0000056710247823464896578141621902541960781723338067229204339522612463456
3;0;0;R2;S3;R2;S4;1.5399761595562033206666442823836903;1.5551228604894782890926090251551340;6.5560472278354841223436765951525469225896484962511999549249819264812717610;3.0026226376859416722424074831187870024450561129416496200243900704083050;5.64505762714384287086285838688615169089644926523268683151719343730E-8;0.0000043255554742974360470657304322064391642206507464310661901118780552
3;0;1;R2;S3;R3;S3;1.4784187526240551950547282857296208;1.5217692132057758959508293514675348;3.4478632388746422841285760182141072917123145825677941828770895195548285;3.0641114867318228531167430713689809412070300159248552867265964753850;1.54524229474337823264880118727158109770918948516539554163290809E-8;0.0000032831269078899499346486100122880311267572416126285847511090425
3;0;2;R2;S4;R1;S2;1.5723290457848661137506167388653924;1.4316903829478750151950660624000623;2.540770977056311858914035293367571436451485088745234586969134221912;2.93868067970960451300158594365285165812066147851650829521865508705;0.0000019345907068189759048372468248158654223559691870176577334331146;0.00000317299758730886246881862517731406128371907892678372946307959
3;0;3;R2;S3;R3;S3;1.2190543457945851929933014629484482;1.4673719094391692197405443118679801;2.83244005051527560072413222824306593087168126554893142316657917988;2.47094103234936538404903771966751994573062850610776873838709240;0.0000043281740906407734388484076510038454043021764529577145409860;0.0000504435431617905436233384486603019452966500002570494461699204
3;0;4;R2;S3;R1;S4;1.5102528057800386469703359832364197;1.5185382824965522086576968402099558;1.73204742096591357682407984093279401661972606863102058308539379;2.7284206008846557146170499316870888746477611161103313267979579;1.752157346382868944650254741792818147355138227515149E-10;7.31575419531318412973641372125767118784445934356467E-10
3;0;5;R2;S3;NA;NA;1.3112945681654316259933960546091415;NA;2.006866506829602286932265267739646195213112708944928467571351;NA;NA;NA
3;1;0;R3;S2;R3;S3;NA;1.4062586745306540691061882726194480;1.2303726884764652875507152636026067586854676987585406726772;2.20779485261993575522771607945548587878372513042040817210268;8.880591671993676970216696621930936329317422945E-14;6.217722020272719048324187801585611019356879274101E-11
3;1;0;R3;S2;R1;S4;1.4135213667458344617490658010909051;1.4166236922224327170366847296217477;1.2303726884764652875507152636026067586854676987585406726772;1.72160765572045371679222567156324850040228628887109024151;5.0087690597691340997608757913050224861767505E-16;8.79047548515619463922760364961685419483406413563E-10
3;1;1;R3;S2;R1;S4;1.1585653138788544227723416602670090;1.4238091921156446635035009865716222;1.17773181684074154363541653525570156604114173107858029890;1.337223644916585599780861694160950767281554801682543979;1.896253763196588199175807905567368297E-19;3.8691889203203074385997282233845167075298083901E-9
3;1;2;R3;S4;R2;S4;1.1083486444992178356492609506452971;1.07500537684597645176894183744642458;0.935630714701432372308556661435556668446118362149357263;1.1894911605625889289641014099451754304465394246998589;-9.110440038447581320261570548788233E-18;1.621347397633461520030399351353853E-8
