pair;round;nrTurns;success
0;0;3;false
0;1;1;false
0;2;1;false
0;3;7;false
0;4;7;false
0;5;5;false
1;0;7;false
1;1;7;true
1;2;7;false
1;3;2;false
1;4;1;false
1;5;1;false
2;0;7;false
2;1;7;false
2;2;1;false
2;3;1;false
2;4;1;false
2;5;7;false
3;0;7;false
3;1;7;true
3;2;7;false
3;3;1;false
3;4;1;false
3;5;1;false
4;0;7;true
4;1;7;false
4;2;7;false
4;3;1;true
4;4;1;true
4;5;1;true
5;0;7;false
5;1;7;false
5;2;7;false
5;3;1;false
5;4;1;false
5;5;1;true
6;0;7;false
6;1;7;false
6;2;7;true
6;3;1;false
6;4;1;true
6;5;1;false
7;0;7;false
7;1;3;true
7;2;7;false
7;3;6;false
7;4;1;false
7;5;1;false
8;0;7;false
8;1;7;false
8;2;7;false
8;3;1;true
8;4;1;true
8;5;1;true
9;0;3;false
9;1;1;false
9;2;7;false
9;3;7;true
9;4;5;false
9;5;1;false
10;0;7;false
10;1;7;false
10;2;7;false
10;3;2;false
10;4;1;true
10;5;1;false
11;0;7;false
11;1;7;true
11;2;7;false
11;3;1;true
11;4;1;false
11;5;1;false
12;0;3;true
12;1;1;false
12;2;1;true
12;3;7;false
12;4;7;false
12;5;5;false
13;0;7;true
13;1;7;false
13;2;7;false
13;3;1;false
13;4;1;false
13;5;1;false
14;0;7;true
14;1;7;false
14;2;7;true
14;3;1;true
14;4;1;false
14;5;1;true
15;0;4;false
15;1;1;false
15;2;1;true
15;3;7;true
15;4;7;false
15;5;4;false
16;0;7;false
16;1;7;false
16;2;7;true
16;3;1;true
16;4;1;false
16;5;1;true
17;0;3;false
17;1;1;false
17;2;7;false
17;3;7;true
17;4;5;false
17;5;1;true
18;0;7;false
18;1;5;true
18;2;7;false
18;3;3;false
18;4;1;false
18;5;1;true
19;0;3;false
19;1;7;false
19;2;7;false
19;3;5;false
19;4;1;false
19;5;1;true
20;0;3;false
20;1;1;false
20;2;1;true
20;3;1;false
20;4;1;true
20;5;1;false
21;0;6;false
21;1;7;false
21;2;7;true
21;3;2;true
21;4;1;true
21;5;1;false
22;0;7;false
22;1;7;true
22;2;7;true
22;3;1;false
22;4;1;true
22;5;1;false
23;0;3;false
23;1;7;false
23;2;7;false
23;3;5;false
23;4;1;true
23;5;1;false
24;0;3;true
24;1;1;false
24;2;1;false
24;3;1;true
24;4;5;false
24;5;1;false
25;0;7;true
25;1;1;true
25;2;2;false
25;3;1;true
25;4;7;false
25;5;6;false
26;0;7;false
26;1;7;false
26;2;7;false
26;3;1;false
26;4;1;true
26;5;1;true
27;0;7;false
27;1;1;false
27;2;7;false
27;3;7;false
27;4;1;false
27;5;1;true
28;0;7;false
28;1;2;true
28;2;7;false
28;3;6;false
28;4;1;false
28;5;1;true
29;0;4;false
29;1;7;false
29;2;7;false
29;3;4;false
29;4;1;false
29;5;1;false
30;0;7;true
30;1;7;false
30;2;7;false
30;3;1;true
30;4;1;true
30;5;1;false
31;0;7;false
31;1;2;false
31;2;1;true
31;3;1;true
31;4;1;false
31;5;1;false
32;0;7;false
32;1;7;false
32;2;7;true
32;3;1;false
32;4;1;false
32;5;1;true
33;0;7;false
33;1;7;false
33;2;7;false
33;3;1;false
33;4;1;true
33;5;1;true
34;0;7;false
34;1;7;false
34;2;7;true
34;3;1;false
34;4;1;false
34;5;1;false
35;0;3;true
35;1;1;true
35;2;1;true
35;3;1;false
35;4;7;false
35;5;7;false
36;0;7;true
36;1;7;false
36;2;7;false
36;3;1;false
36;4;1;true
36;5;1;false
37;0;7;true
37;1;7;true
37;2;7;false
37;3;1;false
37;4;1;false
37;5;1;false
38;0;7;true
38;1;2;false
38;2;1;true
38;3;2;false
38;4;7;false
38;5;5;false
39;0;4;false
39;1;1;false
39;2;1;false
39;3;1;false
39;4;7;true
39;5;7;true
40;0;7;true
40;1;7;false
40;2;7;true
40;3;1;false
40;4;1;false
40;5;1;false
41;0;7;false
41;1;7;false
41;2;7;false
41;3;1;false
41;4;1;false
41;5;1;false
42;0;7;false
42;1;7;false
42;2;7;false
42;3;1;true
42;4;1;false
42;5;1;true
43;0;4;false
43;1;7;false
43;2;7;true
43;3;4;false
43;4;1;false
43;5;1;false
44;0;7;false
44;1;7;false
44;2;7;true
44;3;1;false
44;4;1;false
44;5;1;true
45;0;7;false
45;1;7;false
45;2;7;false
45;3;1;true
45;4;1;false
45;5;1;true
46;0;4;false
46;1;7;false
46;2;7;false
46;3;4;true
46;4;1;false
46;5;1;false
47;0;4;false
47;1;1;false
47;2;1;false
47;3;1;false
47;4;7;true
47;5;7;false
48;0;7;false
48;1;7;true
48;2;7;false
48;3;1;false
48;4;1;true
48;5;1;true
49;0;5;false
49;1;7;true
49;2;7;true
49;3;3;false
49;4;1;false
49;5;1;false
50;0;5;false
50;1;1;false
50;2;7;false
50;3;7;false
50;4;3;false
50;5;1;true
51;0;4;false
51;1;1;false
51;2;7;true
51;3;7;true
51;4;4;false
51;5;2;false
52;0;4;false
52;1;1;false
52;2;1;false
52;3;6;false
52;4;7;false
52;5;1;false
53;0;4;false
53;1;1;false
53;2;7;true
53;3;7;false
53;4;5;false
53;5;1;false
54;0;3;false
54;1;1;false
54;2;1;false
54;3;1;true
54;4;1;true
54;5;1;true
55;0;4;false
55;1;1;false
55;2;1;false
55;3;1;false
55;4;1;false
55;5;1;false
56;0;4;false
56;1;1;false
56;2;3;false
56;3;1;false
56;4;1;false
56;5;1;false
57;0;7;false
57;1;3;false
57;2;7;false
57;3;5;true
57;4;1;true
57;5;1;true
58;0;7;true
58;1;2;true
58;2;2;false
58;3;1;true
58;4;1;true
58;5;1;true
59;0;7;true
59;1;2;false
59;2;1;false
59;3;7;false
59;4;6;false
59;5;1;false
60;0;3;true
60;1;1;false
60;2;1;true
60;3;1;false
60;4;1;true
60;5;1;false
61;0;4;false
61;1;1;false
61;2;7;false
61;3;7;false
61;4;4;true
61;5;1;false
62;0;7;false
62;1;7;false
62;2;7;true
62;3;1;true
62;4;1;true
62;5;1;false
63;0;5;false
63;1;1;true
63;2;1;false
63;3;1;false
63;4;1;false
63;5;1;false
64;0;3;true
64;1;7;true
64;2;1;false
64;3;1;true
64;4;1;true
64;5;1;true
65;0;7;false
65;1;7;false
65;2;7;false
65;3;1;false
65;4;1;true
65;5;1;true
66;0;7;false
66;1;7;false
66;2;7;true
66;3;2;true
66;4;1;false
66;5;1;false
67;0;3;true
67;1;1;false
67;2;1;false
67;3;1;true
67;4;1;false
67;5;1;true
68;0;4;true
68;1;7;false
68;2;7;true
68;3;4;true
68;4;1;false
68;5;1;true
69;0;7;false
69;1;7;false
69;2;7;true
69;3;1;false
69;4;1;false
69;5;1;false
70;0;3;false
70;1;1;false
70;2;7;true
70;3;7;false
70;4;6;false
70;5;1;false
71;0;5;false
71;1;4;false
71;2;1;false
71;3;1;false
71;4;1;false
71;5;1;false
72;0;7;true
72;1;7;true
72;2;7;false
72;3;1;true
72;4;1;true
72;5;1;false
73;0;7;false
73;1;7;false
73;2;7;true
73;3;1;false
73;4;1;false
73;5;1;false
74;0;7;false
74;1;7;false
74;2;7;false
74;3;1;false
74;4;1;false
74;5;1;false
75;0;3;false
75;1;1;false
75;2;1;false
75;3;1;false
75;4;1;false
75;5;1;false
76;0;7;false
76;1;7;false
76;2;7;false
76;3;1;false
76;4;1;false
76;5;1;false
77;0;7;false
77;1;7;false
77;2;7;false
77;3;1;false
77;4;1;false
77;5;1;false
78;0;4;false
78;1;1;false
78;2;7;false
78;3;7;false
78;4;4;false
78;5;1;true
79;0;3;false
79;1;7;false
79;2;7;false
79;3;5;true
79;4;1;true
79;5;1;false
80;0;3;true
80;1;7;false
80;2;7;true
80;3;5;true
80;4;1;true
80;5;1;false
81;0;7;true
81;1;2;true
81;2;6;false
81;3;2;false
81;4;2;false
81;5;1;false
82;0;7;false
82;1;3;true
82;2;1;false
82;3;1;true
82;4;7;true
82;5;5;false
83;0;7;true
83;1;7;true
83;2;7;false
83;3;1;true
83;4;1;false
83;5;1;false
84;0;4;false
84;1;3;true
84;2;2;false
84;3;1;false
84;4;1;false
84;5;1;false
85;0;4;false
85;1;2;false
85;2;7;true
85;3;7;false
85;4;5;false
85;5;1;false
86;0;3;true
86;1;1;false
86;2;7;false
86;3;7;true
86;4;5;true
86;5;1;false
87;0;3;false
87;1;1;false
87;2;1;false
87;3;7;false
87;4;7;true
87;5;5;false
88;0;3;false
88;1;1;false
88;2;7;false
88;3;7;false
88;4;5;false
88;5;1;false
89;0;3;false
89;1;1;false
89;2;7;false
89;3;7;false
89;4;5;true
89;5;1;true
90;0;3;false
90;1;7;false
90;2;7;false
90;3;5;true
90;4;1;false
90;5;1;false
91;0;3;false
91;1;1;false
91;2;1;false
91;3;1;false
91;4;1;false
91;5;1;true
92;0;6;false
92;1;1;true
92;2;2;false
92;3;1;false
92;4;1;false
92;5;1;false
93;0;3;true
93;1;1;false
93;2;1;false
93;3;2;false
93;4;1;false
